Fecha,CodigoPlanta,TipoGeneracion,TipoClasificacion,TipoDespachoRecurso,GeneracionRealEstimada kWh,GeneracionProgramadaDespacho kWh,GeneracionProgramadaRedespacho kWh
2017-11-11,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,172960.02,0.0,0.0
2017-11-11,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-11,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,366632.28,360000.0,360000.0
2017-11-11,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-11,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12968138.0,13440000.0,13160000.0
2017-11-10,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-10,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-10,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5454433.0,6669000.0,6627000.0
2017-11-10,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,369266.28,382080.0,382080.0
2017-11-10,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,6181021.0,5832300.0,5880300.0
2017-11-09,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-09,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,411602.94,421440.0,421440.0
2017-11-09,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13024370.0,13440000.0,13440000.0
2017-11-09,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,0.0,0.0,0.0
2017-11-09,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-08,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-08,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13296770.0,13440000.0,13440000.0
2017-11-08,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9243241.0,9720000.0,9720000.0
2017-11-08,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,331981.72,444960.0,444960.0
2017-11-08,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-07,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,242420.03,0.0,0.0
2017-11-07,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13327178.0,13440000.0,13440000.0
2017-11-07,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-07,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-07,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,362057.16,431520.0,431520.0
2017-11-06,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6709273.0,6883000.0,6883000.0
2017-11-06,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,422979.75,399840.0,399840.0
2017-11-06,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-06,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9347661.0,9720000.0,9720000.0
2017-11-06,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-05,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-05,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,454844.25,399840.0,399840.0
2017-11-05,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5741017.0,6883000.0,6883000.0
2017-11-05,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-05,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,129260.0,0.0,0.0
2017-11-04,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-04,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-04,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9560641.0,9720000.0,9720000.0
2017-11-04,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13231898.0,13440000.0,13440000.0
2017-11-04,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,437975.34,371040.0,371040.0
2017-11-03,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,402726.72,357600.0,357600.0
2017-11-03,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7378401.0,7632000.0,7632000.0
2017-11-03,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-03,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-03,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12912290.0,13090000.0,13090000.0
2017-11-02,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,391920.06,0.0,75000.0
2017-11-02,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-02,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-02,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5517721.0,6669000.0,6669000.0
2017-11-02,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,366840.31,326880.0,326880.0
2017-11-01,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13224554.0,9826850.0,13440000.0
2017-11-01,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7380241.0,7632000.0,7632000.0
2017-11-01,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,421409.66,359040.0,359040.0
2017-11-01,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-11-01,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-31,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,0.0,0.0,0.0
2017-12-31,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,263775.0,318240.0,318240.0
2017-12-31,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13360538.0,13440000.0,13440000.0
2017-12-31,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,1976371.88,1941060.0,1941060.0
2017-12-31,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-30,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,279406.59,288960.0,288960.0
2017-12-30,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,6254161.0,6369810.0,6747580.0
2017-12-30,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2275366.5,2340500.0,2264700.0
2017-12-30,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,489841.59,14000.0,469000.0
2017-12-30,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13325882.0,13440000.0,13440000.0
2017-12-29,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2318271.5,2276400.0,2276400.0
2017-12-29,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,338007.47,282240.0,282240.0
2017-12-29,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,5763801.0,5274140.0,5621160.0
2017-12-29,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,10450321.0,10804000.0,10804000.0
2017-12-29,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1557777.5,1135200.0,1505200.0
2017-12-28,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2381368.5,2335400.0,2352400.0
2017-12-28,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5866201.0,6901000.0,6901000.0
2017-12-28,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,1061680.13,1215000.0,1020000.0
2017-12-28,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,80062.3,79000.0,79000.0
2017-12-28,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,354386.63,272160.0,272160.0
2017-12-27,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,2209437.0,2172600.0,2172600.0
2017-12-27,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,275120.78,261600.0,261600.0
2017-12-27,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2246124.5,2222200.0,2222200.0
2017-12-27,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,702880.06,1185220.0,1193220.0
2017-12-27,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12660290.0,12807000.0,12767000.0
2017-12-26,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,237637.72,239520.0,239520.0
2017-12-26,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,6122601.0,7280000.0,7280000.0
2017-12-26,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,7261393.0,8572000.0,8428000.0
2017-12-26,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1126316.88,1770300.0,1108309.0
2017-12-26,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2313046.25,2169400.0,2130691.0
2017-12-25,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,11808074.0,12109000.0,12013000.0
2017-12-25,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2054805.0,2045900.0,2025900.0
2017-12-25,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,1455900.13,1620000.0,1606070.0
2017-12-25,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,352275.97,239520.0,239520.0
2017-12-25,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,20000.0
2017-12-24,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9536721.0,9720000.0,9720000.0
2017-12-24,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2404385.5,2226000.0,2226000.0
2017-12-24,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,226082.56,239520.0,239520.0
2017-12-24,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,310426.09,157600.0,157600.0
2017-12-24,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6449257.0,6901000.0,6901000.0
2017-12-23,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6234097.0,6896000.0,6896000.0
2017-12-23,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,955018.31,724830.0,724830.0
2017-12-23,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,169740.03,0.0,0.0
2017-12-23,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2390825.0,2133600.0,2133600.0
2017-12-23,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,229051.02,239520.0,239520.0
2017-12-22,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,233230.94,239520.0,239520.0
2017-12-22,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,0.0,0.0,0.0
2017-12-22,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2792599.25,2311000.0,2311000.0
2017-12-22,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6059209.0,6934000.0,6934000.0
2017-12-22,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1183192.88,1128600.0,1128600.0
2017-12-21,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-21,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,10364689.0,10756000.0,10756000.0
2017-12-21,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2657659.75,2317540.0,2317540.0
2017-12-21,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,235497.27,239520.0,239520.0
2017-12-21,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,8710101.0,7711470.0,7561470.0
2017-12-20,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2601706.75,2397450.0,2397450.0
2017-12-20,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1302234.88,1127500.0,1127500.0
2017-12-20,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,236643.66,247200.0,247200.0
2017-12-20,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9568921.0,9720000.0,9720000.0
2017-12-20,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,9655273.0,9940000.0,9940000.0
2017-12-19,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,254840.03,0.0,0.0
2017-12-19,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,219926.59,242100.0,242100.0
2017-12-19,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,11651954.0,13359000.0,11860000.0
2017-12-19,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2409594.75,1990580.0,2252000.0
2017-12-19,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1399215.25,1043000.0,1314250.0
2017-12-18,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12773018.0,13007000.0,13007000.0
2017-12-18,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,236762.13,276960.0,276960.0
2017-12-18,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1141822.25,1106780.0,1025000.0
2017-12-18,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2580563.0,2409460.0,2541660.0
2017-12-18,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7612541.0,9720000.0,7965000.0
2017-12-17,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,2137600.0,1305200.0,1450200.0
2017-12-17,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2100366.5,1700000.0,2084000.0
2017-12-17,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,245093.31,319200.0,319200.0
2017-12-17,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,3552000.0,0.0
2017-12-17,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13225178.0,13440000.0,13440000.0
2017-12-16,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9306721.0,9720000.0,9720000.0
2017-12-16,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,3840000.0,0.0
2017-12-16,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13356386.0,13440000.0,13440000.0
2017-12-16,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,256038.02,378720.0,378720.0
2017-12-16,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2131595.5,1915000.0,2042000.0
2017-12-15,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2059857.38,2107000.0,2054000.0
2017-12-15,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,1039312.5,3840000.0,949000.0
2017-12-15,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,267715.47,382560.0,382560.0
2017-12-15,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7486501.0,7726000.0,7726000.0
2017-12-15,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12499730.0,12750000.0,12750000.0
2017-12-14,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,298080.34,380640.0,380640.0
2017-12-14,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,128549.9,3840000.0,783000.0
2017-12-14,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,259900.03,0.0,0.0
2017-12-14,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6335617.0,6934000.0,6934000.0
2017-12-14,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2090333.25,2128000.0,2070000.0
2017-12-13,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,121900.02,0.0,0.0
2017-12-13,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6034897.0,6490000.0,6490000.0
2017-12-13,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2335579.75,2075000.0,2287044.0
2017-12-13,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,373193.72,367680.0,367680.0
2017-12-13,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,7865.5,2720000.0,351793.0
2017-12-12,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,11017369.0,11164000.0,11164000.0
2017-12-12,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-12,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2084664.13,1933000.0,2064000.0
2017-12-12,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7420721.0,7632000.0,7632000.0
2017-12-12,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,443036.69,343680.0,343680.0
2017-12-11,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7439581.0,6965840.0,6965840.0
2017-12-11,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,311220.75,290400.0,290400.0
2017-12-11,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13299002.0,13440000.0,13440000.0
2017-12-11,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2089427.13,2065000.0,2065021.0
2017-12-11,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-10,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2116431.75,2832390.0,2077000.0
2017-12-10,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-10,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,4015800.5,1896650.0,2262480.0
2017-12-10,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13258634.0,13440000.0,13440000.0
2017-12-10,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,401316.97,239040.0,239040.0
2017-12-09,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,395519.72,276000.0,276000.0
2017-12-09,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2115396.0,2083000.0,2083000.0
2017-12-09,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13319930.0,13440000.0,13440000.0
2017-12-09,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-09,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,7785961.0,7174140.0,7394000.0
2017-12-08,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,6259729.0,6883000.0,6883000.0
2017-12-08,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9597441.0,9720000.0,9720000.0
2017-12-08,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2120451.0,2127290.0,2035290.0
2017-12-08,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-08,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,256608.59,290400.0,290400.0
2017-12-07,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13378274.0,13426010.0,13426010.0
2017-12-07,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-07,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,236801.39,296640.0,296640.0
2017-12-07,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2252644.5,2091000.0,2126000.0
2017-12-07,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,6753721.0,6637450.0,6324830.0
2017-12-06,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2007478.13,2105000.0,2101000.0
2017-12-06,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,243976.42,278400.0,278400.0
2017-12-06,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12187514.0,12438790.0,12298790.0
2017-12-06,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-06,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,0.0,0.0,0.0
2017-12-05,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,343121.63,289440.0,289440.0
2017-12-05,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9406081.0,9720000.0,9720000.0
2017-12-05,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-05,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,12371858.0,12599000.0,12599000.0
2017-12-05,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2336702.5,2088000.0,2100720.0
2017-12-04,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2074004.75,2061000.0,1974000.0
2017-12-04,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,269134.41,290880.0,290880.0
2017-12-04,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,4857140.5,3056900.0,3964510.0
2017-12-04,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,10036729.0,9923960.0,9906960.0
2017-12-04,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-03,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,6055901.0,6208450.0,6248450.0
2017-12-03,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2556181.25,2453500.0,2453500.0
2017-12-03,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,273517.28,292320.0,292320.0
2017-12-03,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-03,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,7965361.0,8461000.0,8461000.0
2017-12-02,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,298510.41,307680.0,307680.0
2017-12-02,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9076261.0,9720000.0,9450000.0
2017-12-02,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-02,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13198610.0,13417000.0,13417000.0
2017-12-02,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2275919.25,2052000.0,2179000.0
2017-12-01,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2089040.13,2063000.0,2063000.0
2017-12-01,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,102120.02,0.0,0.0
2017-12-01,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,13258586.0,13440000.0,13440000.0
2017-12-01,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2017-12-01,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,284235.28,330240.0,330240.0
2018-01-31,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9637461.0,9720000.0,9720000.0
2018-01-31,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,220408.73,253920.0,253920.0
2018-01-31,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5508601.0,5880000.0,5880000.0
2018-01-31,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2440111.0,2232340.0,2232340.0
2018-01-31,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,2575226.0,2398000.0,2398000.0
2018-01-30,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,238329.78,281760.0,281760.0
2018-01-30,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5428680.5,5530000.0,5530000.0
2018-01-30,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,2426239.0,2201670.0,2201670.0
2018-01-30,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2442369.0,2209000.0,2209000.0
2018-01-30,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,194120.03,0.0,0.0
2018-01-29,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,239572.25,274560.0,274560.0
2018-01-29,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2630323.75,2446790.0,2446790.0
2018-01-29,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,11629514.0,11760000.0,11760000.0
2018-01-29,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,2031650.13,1967000.0,1967000.0
2018-01-29,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,4550320.5,3899410.0,4236830.0
2018-01-28,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,0.0,0.0,0.0
2018-01-28,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2018-01-28,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,2012115.63,1910000.0,1910000.0
2018-01-28,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,4724328.5,5880000.0,5880000.0
2018-01-28,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,269913.19,264480.0,264480.0
2018-01-27,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,5325073.0,6896000.0,5880000.0
2018-01-27,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
2018-01-27,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,9391361.0,9720000.0,9720000.0
2018-01-27,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,351760.69,309000.0,309000.0
2018-01-27,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,249376.52,240480.0,240480.0
2018-01-26,PORCE II 405MW,Hidraulica,Hidraulica,Despachado Centralmente,155480.02,0.0,0.0
2018-01-26,GUATAPE 560MW,Hidraulica,Hidraulica,Despachado Centralmente,11547914.0,13363000.0,11613000.0
2018-01-26,EL MOLINO 19.9MW,Hidraulica,Hidraulica,No Despachado Centralmente,319939.38,264480.0,264480.0
2018-01-26,FLORES1CC_160MW,Termica,Termica,Despachado Centralmente,2043695.13,1807600.0,1807600.0
2018-01-26,GUAJIRA1 CARBON 145MW,Termica,Termica,Despachado Centralmente,0.0,0.0,0.0
